UID,City,Zip,Lat,Long,Price,Crime Rate,Rent Price ,School Ranking ,Housing Growth,HOA
932,12,91146,34.0881273,-118.1351728," 63,309,502 ",67%,2339,3,65.9394%,590
933,2,92260,34.0697326,-118.150407," 97,389,152 ",35%,4562,2,77.7704%,493
934,8,92902,34.0637717,-118.1313497," 43,609,153 ",29%,3409,2,94.5112%,762
935,5,91526,34.0635767,-118.1452266," 87,720,594 ",89%,3124,8,20.1398%,339
936,18,92942,34.0629348,-118.1424911," 42,543,820 ",96%,1625,9,55.4357%,1086
937,12,92890,34.0729182,-118.1394017," 60,720,333 ",16%,141,2,32.9404%,354
938,4,91017,34.0955885,-118.1570417," 60,923,338 ",22%,3580,1,41.8754%,1076
939,4,92067,34.0908212,-118.1609804," 24,846,231 ",37%,3664,10,9.9584%,1043
940,4,91957,34.0918669,-118.1385365," 70,028,532 ",67%,3680,2,84.6197%,1114
941,17,91666,34.0679713,-118.1540512," 57,085,002 ",13%,2192,10,72.7077%,940
942,2,91773,34.1089103,-118.1521355," 24,418,155 ",34%,3610,4,85.3460%,690
943,5,92287,34.0648903,-118.1619677," 6,530,612 ",60%,655,9,1.5637%,115
944,4,92255,34.0991871,-118.1243291," 99,777,098 ",75%,3117,2,79.4699%,837
945,17,92774,34.0794394,-118.1435713," 85,752,956 ",45%,3285,6,26.6675%,598
946,8,92881,34.1097134,-118.1123748," 75,847,413 ",77%,1676,9,14.4442%,443
947,10,91858,34.0997224,-118.1339242," 97,662,085 ",41%,1590,8,19.5976%,333
948,7,93530,34.0988116,-118.1328," 55,334,641 ",89%,4808,2,95.7056%,245
949,8,91345,34.099241,-118.1232497," 19,979,185 ",81%,600,8,27.5985%,1449
950,14,91925,34.0802853,-118.1609926," 35,263,884 ",17%,1630,8,91.9982%,414
951,19,92647,34.0815271,-118.1273208," 47,567,694 ",87%,215,8,17.8867%,535
952,9,93133,34.1002566,-118.1518493," 4,881,219 ",40%,1628,4,25.4280%,982
953,17,92566,34.0874258,-118.1335649," 1,783,670 ",12%,379,2,89.8422%,888
954,18,93467,34.0910163,-118.1460957," 93,278,592 ",24%,3439,4,18.1497%,1228
955,10,92657,34.0680727,-118.1132741," 89,432,339 ",54%,781,2,22.8266%,1095
956,4,93159,34.0657826,-118.1192283," 66,811,204 ",43%,1632,2,51.1238%,203
957,12,93494,34.069598,-118.1189376," 69,291,286 ",86%,1982,7,54.1362%,1174
958,20,93099,34.0819624,-118.1270355," 76,549,134 ",46%,4139,6,47.9466%,450
959,14,91843,34.0972322,-118.1308326," 30,135,998 ",2%,4917,8,25.9449%,1313
960,14,92851,34.0914031,-118.1237004," 51,487,125 ",87%,2729,2,82.2378%,506
961,10,93052,34.0805119,-118.1107194," 70,250,642 ",40%,3373,10,22.8955%,87
962,9,92408,34.0641221,-118.1510614," 31,309,351 ",59%,3471,10,78.8589%,1370
963,8,91396,34.1044653,-118.1243512," 42,555,770 ",2%,2302,5,55.1822%,104
964,18,93201,34.0726781,-118.1582858," 41,324,430 ",38%,750,10,91.1863%,1266
965,10,93124,34.0778204,-118.1158727," 63,335,451 ",54%,3038,1,92.2483%,1305
966,1,92634,34.1026037,-118.1214129," 29,995,604 ",55%,2220,3,13.9227%,693
967,18,92270,34.1107843,-118.1606298," 58,389,396 ",100%,1660,6,13.2079%,577
968,20,93526,34.0676015,-118.1169703," 7,682,192 ",83%,794,8,94.0435%,645
969,4,92354,34.0617919,-118.1535932," 78,800,297 ",80%,4912,7,50.3909%,1162
970,18,91231,34.0958891,-118.1454473," 82,821,864 ",22%,950,10,1.9932%,243
971,4,92731,34.0794749,-118.1245094," 27,306,611 ",2%,3514,2,92.1612%,1281
972,20,91520,34.0812321,-118.1476641," 71,899,132 ",36%,1174,7,28.9457%,1052
973,4,93219,34.0773073,-118.1549623," 87,753,013 ",18%,4990,8,9.6234%,284
974,13,92481,34.0701903,-118.1571074," 8,842,590 ",92%,2235,8,27.3620%,869
975,8,92090,34.1022833,-118.1249898," 79,198,480 ",60%,2439,7,43.1862%,17
976,13,93360,34.1061514,-118.1281868," 77,936,535 ",64%,2671,7,16.6624%,940
977,20,91412,34.0940803,-118.1404718," 28,540,937 ",89%,4117,3,2.1502%,59
978,2,91801,34.101244,-118.1141231," 89,069,261 ",36%,841,10,37.5019%,327
979,15,92085,34.0909925,-118.1605744," 50,137,183 ",78%,4584,7,73.3760%,1068
980,5,91062,34.0869757,-118.1123306," 83,979,187 ",68%,3342,8,72.2379%,819
981,13,92146,34.0871859,-118.1546643," 4,393,830 ",47%,2004,5,46.9937%,772
982,6,93534,34.0826637,-118.1394599," 4,770,997 ",99%,903,10,85.1460%,953
983,5,91141,34.1025522,-118.119392," 39,454,429 ",36%,4994,2,4.4475%,599
984,17,92081,34.0990009,-118.1157333," 48,617,602 ",57%,3866,5,41.4084%,1447
985,6,91105,34.1051598,-118.1375719," 64,691,610 ",45%,3947,4,95.2289%,955
986,9,92200,34.0848813,-118.1108636," 7,917,040 ",66%,2764,3,55.1249%,1388
987,1,92555,34.0622846,-118.1219901," 4,849,815 ",2%,2659,5,30.6068%,727
988,10,93278,34.0906418,-118.1131847," 87,518,225 ",0%,2805,8,48.1195%,1094
989,18,91118,34.0955658,-118.1254546," 64,979,960 ",69%,394,3,1.5368%,1485
990,11,92838,34.0631104,-118.1518976," 39,303,762 ",72%,932,5,64.6086%,1344
991,18,92505,34.0648601,-118.1492344," 72,606,186 ",0%,2985,10,46.4847%,1336
992,20,93326,34.1089812,-118.1643956," 44,116,152 ",96%,4351,6,86.0716%,137
993,14,93198,34.1060995,-118.1461915," 27,288,229 ",50%,4585,6,71.4447%,389
994,3,92919,34.0753141,-118.1355299," 88,195,292 ",18%,1106,9,92.4070%,1382
995,15,92928,34.0783759,-118.1368336," 25,723,248 ",33%,1962,2,93.5029%,1460
996,20,92458,34.1013885,-118.1516057," 25,152,221 ",78%,3976,4,48.3560%,1144
997,11,93415,34.0844348,-118.1217595," 36,174,830 ",95%,3081,9,13.6230%,1337
998,9,91149,34.1090575,-118.1613275," 29,853,975 ",91%,1913,7,25.8034%,1463
999,17,92679,34.1003825,-118.134819," 15,895,262 ",99%,145,6,41.7245%,876
1000,8,93370,34.1062802,-118.1139244," 24,854,413 ",65%,3346,8,91.9664%,1466
1001,11,93454,34.1096776,-118.1327606," 66,055,712 ",73%,4417,2,88.3713%,823
1002,19,91568,34.1070631,-118.1222116," 51,050,730 ",90%,2156,10,63.3522%,209
1003,7,93173,34.0822385,-118.1370081," 98,876,613 ",0%,335,7,76.6568%,18
1004,9,91810,34.0917208,-118.1165514," 57,416,951 ",54%,3098,8,64.6027%,1332
1005,12,92714,34.0769051,-118.1614895," 3,848,822 ",87%,4462,4,50.3534%,1101
1006,6,92465,34.0616834,-118.1581936," 5,702,999 ",13%,2643,1,22.9292%,1113
1007,12,92239,34.1100204,-118.1275916," 16,814,003 ",14%,3701,6,83.1743%,261
1008,6,92342,34.070832,-118.1251857," 93,749,854 ",65%,201,9,23.7906%,320
1009,13,92719,34.1073834,-118.1495865," 14,964,956 ",35%,89,8,22.2041%,1456
1010,13,92604,34.0975497,-118.1391249," 17,377,560 ",98%,825,9,71.7882%,319
1011,11,91560,34.0814856,-118.1448187," 97,746,227 ",45%,4195,6,69.0690%,602
1012,7,93029,34.0614313,-118.1108176," 74,635,719 ",48%,322,10,50.6443%,504
1013,1,92029,34.0870533,-118.1507705," 26,290,028 ",7%,4574,2,56.6390%,287
1014,11,91074,34.0636783,-118.1270772," 45,521,219 ",1%,3149,10,46.4683%,153
1015,11,91975,34.0764857,-118.1471652," 85,907,827 ",46%,2851,1,16.5499%,1207
1016,20,92413,34.0745485,-118.1341296," 10,627,103 ",72%,453,1,23.7197%,682
1017,6,91167,34.080139,-118.1355685," 29,954,694 ",9%,3700,1,71.1364%,464
1018,10,93542,34.0874916,-118.1191201," 61,456,470 ",67%,511,2,82.7533%,321
1019,16,92637,34.0655661,-118.1174784," 85,183,191 ",44%,4191,3,96.7624%,1106
1020,8,92064,34.0793725,-118.1282753," 5,180,209 ",76%,2947,2,93.9986%,1285
1021,1,93280,34.0893982,-118.1265511," 52,300,820 ",43%,940,1,93.5256%,1349
1022,13,91580,34.0817036,-118.1634898," 2,514,301 ",10%,3399,5,81.4720%,202
1023,4,92295,34.0785323,-118.1416538," 34,596,366 ",38%,2909,1,13.2522%,256
1024,3,92004,34.0790616,-118.1513511," 42,443,835 ",44%,785,5,66.2087%,1132
1025,3,93259,34.0758877,-118.1410889," 70,056,813 ",77%,1259,4,92.0553%,364
1026,5,93595,34.0698713,-118.1248836," 99,664,920 ",87%,1743,5,33.2760%,446
1027,16,92870,34.1004706,-118.1558365," 76,787,418 ",44%,1929,4,13.3628%,347
1028,2,92331,34.1088136,-118.1552852," 1,563,229 ",78%,3302,5,95.2849%,486
1029,10,91848,34.0996044,-118.1646209," 4,127,457 ",51%,2044,2,98.8705%,632
1030,8,92866,34.1002301,-118.148638," 83,439,839 ",38%,2089,5,46.1893%,868
1031,11,93386,34.1040858,-118.144683," 51,816,820 ",97%,176,4,0.6164%,1405
1032,7,93476,34.0600354,-118.1267869," 1,338,372 ",71%,3049,9,18.2552%,932
1033,11,91861,34.109848,-118.1161414," 74,198,145 ",59%,2182,8,11.3928%,331
1034,18,91374,34.0968093,-118.1543144," 44,063,822 ",19%,783,1,15.1087%,526
1035,12,92423,34.0952584,-118.1632515," 73,587,949 ",66%,2252,8,42.2003%,481
1036,9,91530,34.0794756,-118.1194514," 34,137,976 ",44%,205,7,12.4058%,1379
1037,4,92561,34.1018154,-118.1335998," 10,507,321 ",21%,3010,4,41.3129%,1124
1038,8,93104,34.0921811,-118.1290072," 80,067,056 ",16%,2414,5,93.8638%,454
1039,16,93366,34.1108036,-118.1337801," 85,495,927 ",26%,4422,5,0.2734%,1270
1040,20,92917,34.0617087,-118.1517566," 96,842,751 ",60%,4907,9,71.6428%,371
1041,17,92862,34.0941095,-118.1538256," 93,476,082 ",13%,1261,8,12.3533%,865
1042,10,92448,34.0977748,-118.1203685," 29,855,288 ",14%,1545,3,48.4970%,724
1043,1,92537,34.0886224,-118.1232008," 27,480,856 ",78%,4663,5,14.4755%,199
1044,18,93073,34.0848016,-118.1249812," 99,587,382 ",91%,471,8,93.9813%,1049
1045,20,92317,34.0918576,-118.1192679," 81,110,902 ",77%,1224,8,41.5643%,531
1046,3,91418,34.0891605,-118.1409915," 4,346,599 ",96%,2639,6,14.6165%,1279
1047,19,91551,34.0684299,-118.1140938," 86,222,732 ",8%,4595,1,26.1827%,622
1048,15,92579,34.1061165,-118.1260226," 25,104,738 ",50%,3418,8,49.5607%,1108
1049,3,91971,34.109968,-118.1220785," 2,719,282 ",97%,410,8,83.2041%,614
1050,17,91932,34.1060528,-118.1245818," 6,872,730 ",6%,3242,1,72.0871%,741
1051,20,91744,34.0996084,-118.1633231," 15,418,307 ",53%,1770,3,53.7151%,80
1052,5,92684,34.0655696,-118.1335851," 6,421,143 ",75%,1035,6,18.0699%,1273
1053,8,93137,34.0767344,-118.1396475," 84,033,052 ",8%,912,8,55.4897%,884
1054,4,91956,34.0772578,-118.1289725," 71,307,449 ",88%,1645,2,48.6188%,272
1055,2,93088,34.0664531,-118.1434495," 88,754,889 ",88%,2386,9,85.0873%,795
1056,19,92389,34.0626197,-118.1624988," 66,955,163 ",11%,2878,1,42.5955%,1369
1057,3,92485,34.1108003,-118.1605225," 97,147,285 ",57%,1779,6,50.2676%,581
1058,3,92930,34.0731169,-118.16154," 89,418,544 ",66%,267,10,42.6271%,1344
1059,10,91770,34.0726168,-118.1133104," 90,941,370 ",93%,4548,7,44.4399%,224
1060,14,91707,34.070641,-118.1236418," 84,703,728 ",75%,2505,3,3.8279%,1320
1061,7,92065,34.0983039,-118.1484432," 52,403,464 ",77%,697,9,99.1663%,578
1062,1,91867,34.0748102,-118.1230669," 33,986,221 ",94%,405,10,68.8470%,1125
1063,13,92920,34.1110628,-118.1567336," 21,004,394 ",67%,2182,9,38.4469%,1171
1064,6,92731,34.0603403,-118.1471388," 97,789,359 ",24%,854,6,20.1712%,10
1065,19,93070,34.0871213,-118.1376805," 16,935,357 ",8%,997,1,49.2171%,1133
1066,20,93580,34.0927297,-118.1596348," 6,690,228 ",2%,768,2,88.5393%,272
1067,8,92386,34.0983192,-118.1290725," 47,123,663 ",82%,2753,6,82.3512%,105
1068,3,93506,34.078447,-118.1365966," 77,818,936 ",64%,832,9,54.5339%,798
1069,15,91835,34.0782341,-118.1196546," 2,219,794 ",44%,1077,4,59.6765%,791
1070,15,93115,34.0843202,-118.123572," 92,443,126 ",100%,1059,6,53.6748%,796
1071,4,91580,34.0900022,-118.1428595," 84,986,825 ",71%,3821,8,62.2938%,117
1072,1,93469,34.0973091,-118.1180454," 74,933,951 ",53%,413,6,11.8886%,1013
1073,14,93403,34.0908362,-118.1312953," 92,325,213 ",87%,1657,6,79.6113%,1032
1074,19,92109,34.1098717,-118.1097979," 50,774,311 ",6%,4516,2,54.0802%,264
1075,3,92555,34.0846911,-118.1408981," 11,443,778 ",41%,3858,10,59.5400%,58
1076,19,91164,34.1072588,-118.1210336," 49,503,819 ",32%,3954,4,41.9381%,1321
1077,17,91996,34.0997684,-118.1532146," 74,987,909 ",21%,3789,3,45.5353%,1460
1078,14,91117,34.0665888,-118.1277869," 72,571,196 ",71%,876,5,11.9564%,669
1079,8,91403,34.0888422,-118.1166249," 77,223,458 ",77%,632,8,56.3985%,625
1080,12,91919,34.0757793,-118.1335703," 28,469,651 ",66%,1053,3,31.7491%,1008
1081,1,91419,34.0609832,-118.1187561," 46,621,415 ",77%,828,9,46.8874%,632
1082,6,92926,34.1026025,-118.1314351," 73,413,595 ",54%,2790,5,69.5222%,1259
1083,19,92521,34.0719137,-118.1219919," 87,856,056 ",4%,1636,4,28.5805%,362
1084,3,91112,34.0789045,-118.1346058," 10,913,981 ",45%,3779,6,55.2659%,1328
1085,2,91827,34.1040144,-118.1436812," 59,482,295 ",73%,2944,2,37.0858%,1156
1086,14,91313,34.0789828,-118.1527932," 27,004,958 ",10%,4708,9,7.3300%,1152
1087,5,92416,34.0963858,-118.1314282," 29,578,612 ",62%,4241,1,92.5389%,1131
1088,8,92153,34.0729717,-118.11909," 91,552,882 ",44%,778,2,70.4685%,465
1089,17,93164,34.0941464,-118.1443969," 10,491,099 ",76%,3772,4,88.0024%,928
1090,8,92022,34.068799,-118.1574364," 14,487,367 ",51%,3917,10,69.9433%,503
1091,8,93532,34.1061434,-118.1090897," 30,339,184 ",57%,4484,3,76.7693%,1
1092,20,91771,34.0651451,-118.1620903," 37,862,901 ",75%,2447,7,29.1777%,1450
1093,16,93118,34.0772039,-118.1499484," 54,298,543 ",90%,3659,6,69.4782%,217
1094,14,92307,34.0910777,-118.137093," 34,808,339 ",90%,3009,2,58.9344%,196
1095,20,93340,34.1046047,-118.1299733," 34,466,194 ",70%,3914,7,70.1059%,980
1096,6,92776,34.073362,-118.1487973," 56,842,856 ",4%,2587,7,83.8772%,66
1097,1,92652,34.1094674,-118.1642016," 86,362,584 ",21%,3473,4,25.7007%,834
1098,8,91826,34.0887622,-118.1146467," 32,719,904 ",99%,1013,10,53.0344%,784
1099,7,92978,34.0936642,-118.1193561," 38,013,602 ",62%,3636,10,87.9830%,827
1100,1,93582,34.0849545,-118.1342404," 79,140,252 ",63%,819,6,95.7904%,493
1101,7,91317,34.0610078,-118.1556941," 4,116,180 ",37%,2366,1,33.3005%,1459
1102,6,93476,34.1024638,-118.136039," 24,187,368 ",28%,1658,2,9.0280%,509
1103,15,92207,34.0633038,-118.1281216," 76,556,798 ",59%,3411,2,18.0034%,1441
1104,16,91109,34.0626503,-118.1575696," 19,574,945 ",98%,3532,10,8.7036%,1229
1105,8,92902,34.0636514,-118.1396887," 46,411,136 ",3%,809,10,51.8551%,1473
1106,18,91761,34.1014106,-118.1138397," 54,969,876 ",49%,3000,3,43.9679%,744
1107,15,92532,34.0959778,-118.128899," 63,058,023 ",29%,3089,9,5.8027%,857
1108,11,91895,34.0677422,-118.1172716," 2,254,854 ",34%,1789,7,85.5026%,120
1109,18,93491,34.1085378,-118.139553," 11,912,661 ",62%,4616,1,36.5756%,355
1110,3,91919,34.1044795,-118.1351308," 86,359,961 ",37%,1251,1,2.5930%,935
1111,8,91873,34.0948015,-118.1458845," 77,545,491 ",57%,976,6,51.9966%,572
1112,14,91843,34.091256,-118.1540109," 37,234,437 ",43%,2649,4,40.3363%,99
1113,13,92081,34.0622105,-118.1379853," 60,066,992 ",87%,1325,9,78.9440%,696
1114,17,92423,34.1029006,-118.1557183," 54,266,672 ",79%,2905,6,54.9718%,1219
1115,19,91719,34.0647305,-118.1196489," 57,165,063 ",34%,3617,1,68.8231%,669
1116,20,92481,34.0717167,-118.1144212," 55,842,279 ",58%,3569,3,75.8471%,562
1117,11,91906,34.0617317,-118.1459804," 24,575,042 ",42%,1882,1,8.5297%,1304
1118,14,92288,34.0955386,-118.1267443," 95,103,357 ",83%,1727,6,89.8745%,757
1119,8,93080,34.0633968,-118.1551797," 62,082,001 ",17%,1529,7,76.5760%,1084
1120,4,93208,34.0758387,-118.128249," 94,383,976 ",62%,3102,2,90.1431%,976
1121,2,92822,34.1029772,-118.11361," 47,396,669 ",11%,4920,8,65.0059%,934
1122,19,91730,34.0805363,-118.1234241," 74,667,186 ",19%,4187,3,41.4848%,1060
1123,16,93408,34.0826826,-118.1107984," 91,743,854 ",35%,2157,5,23.3645%,238
1124,6,91546,34.0928203,-118.1375636," 79,779,078 ",10%,4683,2,99.7247%,1019
1125,15,92106,34.1056629,-118.1454004," 68,158,847 ",20%,1029,7,5.1048%,578
1126,8,93240,34.0816848,-118.1083443," 10,880,541 ",65%,3617,7,35.8870%,489
1127,14,91065,34.0812638,-118.1218114," 5,095,093 ",31%,2929,4,97.0681%,759
1128,20,93523,34.0855334,-118.1560245," 35,940,958 ",88%,2189,7,76.1448%,266
1129,20,92807,34.0965448,-118.1469902," 20,054,916 ",1%,1928,5,68.3198%,1451
1130,18,91677,34.0936974,-118.1365408," 73,960,474 ",29%,502,7,17.6784%,1143
1131,8,91411,34.0864375,-118.1593537," 81,559,267 ",7%,4514,4,0.8745%,73
1132,18,92484,34.1000856,-118.1589792," 94,440,912 ",24%,1441,5,2.8031%,1442
1133,16,91447,34.068611,-118.160365," 53,487,970 ",30%,3425,8,72.9251%,389
1134,17,93205,34.0891857,-118.1478381," 11,957,375 ",87%,3433,4,37.9124%,352
1135,9,92587,34.0897206,-118.1224495," 6,500,432 ",95%,3548,10,12.8020%,998
1136,18,91264,34.0906949,-118.1245823," 59,492,528 ",38%,175,7,55.8650%,945
1137,4,91763,34.1034809,-118.1317228," 8,259,676 ",66%,1900,3,24.9011%,978
1138,8,91831,34.0823555,-118.1517744," 4,502,418 ",74%,4111,2,30.1528%,942
1139,6,92757,34.0939249,-118.1621542," 73,226,089 ",67%,530,6,97.7588%,1027
1140,4,92409,34.0994362,-118.1260493," 59,923,318 ",16%,2864,7,21.7581%,1484
1141,18,93072,34.0824728,-118.1623384," 22,151,093 ",58%,3347,3,38.7078%,1344
1142,14,91564,34.0634774,-118.1575806," 98,282,974 ",24%,897,9,23.1136%,66
1143,11,92192,34.0977526,-118.1378356," 12,793,697 ",42%,3213,1,4.2911%,1048
1144,13,92309,34.101524,-118.1562401," 57,264,107 ",44%,975,8,26.6650%,951
1145,14,91120,34.1074831,-118.1257766," 43,123,225 ",20%,570,1,7.1966%,583
1146,7,92936,34.0955471,-118.1148543," 35,011,093 ",81%,2057,10,2.3748%,1125
1147,6,93508,34.0787099,-118.1189586," 84,941,001 ",57%,1763,5,37.7862%,704
1148,1,91404,34.0819414,-118.1125965," 3,776,579 ",31%,166,1,91.4891%,1181
1149,6,92782,34.105368,-118.1260974," 51,302,074 ",42%,24,9,80.0592%,1021
1150,2,93278,34.0712867,-118.1127365," 8,822,600 ",100%,2,7,87.7314%,622
1151,15,92405,34.1042752,-118.1498909," 85,130,607 ",59%,3206,2,59.9628%,875
1152,10,92500,34.1092111,-118.1322953," 6,697,788 ",18%,382,1,36.1281%,649
1153,3,92605,34.091592,-118.1190664," 1,963,947 ",60%,1813,9,53.6789%,283
1154,8,91823,34.0640153,-118.1399695," 55,361,391 ",10%,2683,7,25.5413%,628
1155,9,93409,34.1015092,-118.1240066," 8,175,581 ",66%,1060,9,82.5023%,1026
1156,4,91561,34.0607727,-118.1190478," 56,506,446 ",76%,2315,7,75.2508%,1420
1157,7,91180,34.0848002,-118.1139965," 85,499,720 ",17%,3146,8,17.5251%,154
1158,20,93287,34.0840687,-118.1310173," 38,301,416 ",52%,2007,6,70.0022%,1375
1159,5,92979,34.0949588,-118.1495273," 88,148,018 ",6%,1176,6,18.5585%,1250
1160,3,93207,34.1108095,-118.1150686," 36,238,483 ",61%,2034,5,1.5215%,1407
1161,15,91361,34.1074504,-118.1217524," 21,634,247 ",99%,2461,10,46.0692%,922
1162,15,91020,34.0762291,-118.1416061," 14,321,747 ",93%,2728,7,70.4290%,1467
1163,14,93448,34.0701053,-118.1455804," 67,967,558 ",44%,1361,3,83.2482%,382
1164,11,91746,34.0909502,-118.1530113," 18,951,733 ",87%,3466,4,1.7405%,1367
1165,1,92603,34.0998196,-118.1472593," 83,110,817 ",13%,2127,6,94.5831%,731
1166,12,92750,34.0774654,-118.144863," 41,682,930 ",50%,4317,10,30.9670%,397
1167,8,93174,34.0900857,-118.1565907," 76,889,535 ",30%,1049,7,41.8147%,1415
1168,15,92191,34.0796958,-118.155479," 50,608,021 ",16%,4590,7,86.5382%,1039
1169,11,91934,34.1053158,-118.120638," 24,841,410 ",45%,4151,10,41.3484%,394
1170,1,91025,34.091272,-118.1449498," 5,369,792 ",54%,4537,8,5.7776%,46
1171,9,92493,34.0849954,-118.15132," 74,308,888 ",63%,3273,9,34.0101%,525
1172,8,92829,34.0781481,-118.124825," 86,468,920 ",42%,2641,7,97.7055%,1248
1173,13,93031,34.069724,-118.1569947," 28,487,814 ",49%,4870,6,69.1136%,1445
1174,15,92880,34.1019242,-118.1244917," 2,424,172 ",84%,2285,9,92.4875%,802
1175,3,91883,34.089083,-118.1266293," 85,231,758 ",84%,1954,6,47.3641%,1441
1176,7,92798,34.0698769,-118.155483," 76,061,696 ",76%,3693,1,46.0305%,307
1177,16,92721,34.0749941,-118.1239758," 64,559,986 ",7%,4653,2,34.7197%,319
1178,6,93244,34.1094981,-118.1213365," 53,276,912 ",7%,1149,1,17.8196%,1097
1179,7,91385,34.0982784,-118.1107179," 51,341,922 ",15%,4442,6,33.6536%,1391
1180,17,91206,34.0619788,-118.13097," 52,359,175 ",80%,4471,6,61.3795%,919
1181,15,93235,34.0600006,-118.1325952," 30,893,314 ",4%,3063,7,63.2754%,880
1182,16,92546,34.0659745,-118.1114245," 98,374,406 ",4%,4341,9,33.1792%,1105
1183,15,92509,34.080039,-118.1471452," 94,105,527 ",57%,4860,3,1.1404%,361
1184,16,92205,34.100174,-118.1602771," 6,719,324 ",6%,3788,4,46.2302%,319
1185,4,91348,34.0668183,-118.1086186," 63,588,187 ",57%,4598,6,87.5675%,1133
1186,20,91390,34.0720917,-118.1233013," 5,530,457 ",76%,2755,8,82.5440%,1472
1187,16,91337,34.0896052,-118.1303608," 95,728,881 ",41%,4109,2,90.8587%,1184
1188,1,91028,34.1082699,-118.1113189," 68,491,214 ",72%,2342,9,84.0722%,153
1189,10,92090,34.0819388,-118.1173396," 20,295,873 ",40%,452,8,47.1938%,769
1190,13,91174,34.0898589,-118.1116248," 83,812,659 ",50%,2550,5,72.5865%,326
1191,5,91216,34.0605878,-118.1354982," 38,024,876 ",11%,4163,1,2.0975%,223
1192,10,91492,34.0884129,-118.1543131," 72,482,175 ",8%,4272,2,91.1126%,1073
1193,8,92905,34.0923028,-118.1292419," 36,613,968 ",84%,1999,6,62.9840%,437
1194,19,91939,34.0655598,-118.1344013," 13,868,295 ",79%,34,8,53.0053%,141
1195,7,93069,34.0952902,-118.1189033," 15,535,995 ",78%,3977,1,63.7912%,1412
1196,19,92057,34.1069973,-118.1575604," 1,645,548 ",57%,4086,8,53.1680%,1354
1197,7,91613,34.0684472,-118.1380874," 41,961,324 ",60%,3312,10,78.9593%,923
1198,7,92526,34.0827693,-118.157984," 80,062,848 ",11%,1527,7,23.3211%,294
1199,2,91195,34.0788963,-118.1511856," 15,687,781 ",37%,1271,2,72.9552%,803
1200,7,92823,34.0657083,-118.162074," 70,727,509 ",35%,4875,10,41.4563%,1183
1201,8,91247,34.0753988,-118.1283826," 72,295,428 ",16%,1255,1,35.6307%,927
1202,3,92400,34.1049046,-118.1410525," 32,264,559 ",34%,1656,10,17.2156%,814
1203,14,92671,34.1003006,-118.1438694," 36,465,109 ",40%,1752,5,27.2464%,1186
1204,8,93202,34.1082343,-118.1152125," 32,205,427 ",32%,1242,3,75.2610%,598
1205,16,93280,34.0845675,-118.1537563," 97,857,142 ",3%,425,6,71.8238%,958
1206,12,92256,34.089036,-118.1144926," 78,000,006 ",33%,1871,3,74.2753%,1363
1207,9,92862,34.087407,-118.1577806," 44,507,934 ",65%,2874,10,16.8473%,1203
1208,16,93277,34.0728216,-118.1221035," 98,194,954 ",40%,4892,4,32.9107%,556
1209,11,92251,34.0967629,-118.1379392," 75,623,044 ",76%,31,3,22.4981%,1473
1210,1,92387,34.1018884,-118.1354273," 43,405,703 ",11%,971,4,64.2843%,1360
1211,20,91813,34.0783161,-118.1266825," 37,226,207 ",98%,3340,4,72.5804%,1046
1212,13,92464,34.0656241,-118.1298889," 47,094,360 ",65%,3674,7,46.9452%,1306
1213,18,93427,34.0819511,-118.1606464," 43,459,402 ",35%,1972,1,58.3364%,1225
1214,19,92733,34.1058546,-118.1224585," 63,525,274 ",43%,4382,7,56.7440%,1135
1215,5,93585,34.0678029,-118.1291952," 72,253,781 ",74%,3715,2,94.0866%,566
1216,14,92364,34.0669144,-118.1619695," 54,040,721 ",21%,2438,1,65.9292%,511
1217,16,92237,34.094095,-118.1485603," 58,285,127 ",9%,2822,10,46.3210%,12
1218,1,93025,34.0722562,-118.1329369," 17,691,534 ",96%,3732,8,48.4531%,901
1219,3,93540,34.0980143,-118.1189259," 97,481,998 ",72%,2859,7,61.6574%,523
1220,20,93376,34.0629822,-118.1318388," 98,887,869 ",41%,1985,7,8.9927%,1462
1221,19,92010,34.0752202,-118.1152323," 72,192,366 ",14%,1949,5,44.9966%,506
1222,13,92910,34.0666093,-118.1598542," 57,213,265 ",21%,3310,3,33.6943%,1415
1223,15,92656,34.0810601,-118.1247539," 49,322,789 ",54%,206,5,77.1151%,699
1224,19,93245,34.0967155,-118.1084391," 66,104,784 ",69%,3772,2,6.1554%,1028
1225,10,92724,34.1052806,-118.1126994," 40,324,712 ",44%,1852,8,61.3579%,919
1226,11,93537,34.0796042,-118.1301875," 17,705,024 ",89%,4470,10,85.8894%,894
1227,5,92481,34.0610409,-118.1128981," 36,731,099 ",81%,4497,3,13.3929%,388
1228,10,93377,34.0898627,-118.1548501," 90,644,075 ",22%,3009,3,79.7373%,14
1229,14,92054,34.0869866,-118.1374314," 84,127,589 ",83%,3545,4,10.7684%,1220
1230,11,91664,34.0728984,-118.1467019," 81,129,645 ",81%,2393,3,87.5138%,1413
1231,11,91079,34.0658541,-118.1115249," 18,716,054 ",6%,2396,10,50.0632%,1355
1232,17,91644,34.0882444,-118.1254858," 66,174,049 ",5%,4991,3,73.4817%,1157
1233,12,91013,34.0700153,-118.1426287," 63,410,208 ",98%,2058,10,51.5138%,195
1234,18,93358,34.0925753,-118.1557649," 40,703,727 ",59%,3340,9,35.2874%,1425
1235,10,92811,34.0644157,-118.1485896," 61,688,149 ",23%,3509,1,0.6054%,371
